"STATISTIC Label","Quarter","Number of Bedrooms","Property Type","Location","UNIT","VALUE"
"RTB Average Monthly Rent Report","2019Q2","All bedrooms","Apartment","Roscommon","Euro","564.69"
"RTB Average Monthly Rent Report","2019Q2","All bedrooms","Apartment","Sligo","Euro","678.67"
"RTB Average Monthly Rent Report","2019Q2","All bedrooms","Apartment","Tipperary","Euro","592.51"
"RTB Average Monthly Rent Report","2019Q2","All bedrooms","Apartment","Waterford","Euro","738.46"
"RTB Average Monthly Rent Report","2019Q2","All bedrooms","Apartment","Westmeath","Euro","796.88"
"RTB Average Monthly Rent Report","2019Q2","All bedrooms","Apartment","Wexford","Euro","676.31"
"RTB Average Monthly Rent Report","2019Q2","All bedrooms","Apartment","Wicklow","Euro","1158.91"
"RTB Average Monthly Rent Report","2019Q2","All bedrooms","Other flats","Carlow","Euro","543.94"
"RTB Average Monthly Rent Report","2019Q2","All bedrooms","Other flats","Cavan","Euro","451.85"
"RTB Average Monthly Rent Report","2019Q2","All bedrooms","Other flats","Clare","Euro","449.54"
"RTB Average Monthly Rent Report","2019Q2","All bedrooms","Other flats","Cork","Euro","684.18"
"RTB Average Monthly Rent Report","2019Q2","All bedrooms","Other flats","Donegal","Euro","432.05"
"RTB Average Monthly Rent Report","2019Q2","All bedrooms","Other flats","Dublin","Euro","1105.13"
"RTB Average Monthly Rent Report","2019Q2","All bedrooms","Other flats","Galway","Euro","668.75"
"RTB Average Monthly Rent Report","2019Q2","All bedrooms","Other flats","Kerry","Euro","507.21"
"RTB Average Monthly Rent Report","2019Q2","All bedrooms","Other flats","Kildare","Euro","828.34"
"RTB Average Monthly Rent Report","2019Q2","All bedrooms","Other flats","Kilkenny","Euro",""
"RTB Average Monthly Rent Report","2019Q2","All bedrooms","Other flats","Laois","Euro",""
"RTB Average Monthly Rent Report","2019Q2","All bedrooms","Other flats","Leitrim","Euro",""
"RTB Average Monthly Rent Report","2019Q2","All bedrooms","Other flats","Limerick","Euro","681.35"
"RTB Average Monthly Rent Report","2019Q2","All bedrooms","Other flats","Longford","Euro",""
"RTB Average Monthly Rent Report","2019Q2","All bedrooms","Other flats","Louth","Euro","765.72"
"RTB Average Monthly Rent Report","2019Q2","All bedrooms","Other flats","Mayo","Euro","471.1"
"RTB Average Monthly Rent Report","2019Q2","All bedrooms","Other flats","Meath","Euro","762.94"
"RTB Average Monthly Rent Report","2019Q2","All bedrooms","Other flats","Monaghan","Euro","439.01"
"RTB Average Monthly Rent Report","2019Q2","All bedrooms","Other flats","Offaly","Euro","541.06"
"RTB Average Monthly Rent Report","2019Q2","All bedrooms","Other flats","Roscommon","Euro",""
"RTB Average Monthly Rent Report","2019Q2","All bedrooms","Other flats","Sligo","Euro",""
"RTB Average Monthly Rent Report","2019Q2","All bedrooms","Other flats","Tipperary","Euro","478.13"
"RTB Average Monthly Rent Report","2019Q2","All bedrooms","Other flats","Waterford","Euro","536.94"
"RTB Average Monthly Rent Report","2019Q2","All bedrooms","Other flats","Westmeath","Euro","543.91"
"RTB Average Monthly Rent Report","2019Q2","All bedrooms","Other flats","Wexford","Euro","523.77"
"RTB Average Monthly Rent Report","2019Q2","All bedrooms","Other flats","Wicklow","Euro","806.34"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","All property types","Carlow","Euro","852.79"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","All property types","Cavan","Euro","650.15"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","All property types","Clare","Euro","732.84"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","All property types","Cork","Euro","1100.29"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","All property types","Donegal","Euro","577.01"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","All property types","Dublin","Euro","1710.38"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","All property types","Galway","Euro","1115.68"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","All property types","Kerry","Euro","737.27"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","All property types","Kildare","Euro","1236.39"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","All property types","Kilkenny","Euro","872.07"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","All property types","Laois","Euro","866.48"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","All property types","Leitrim","Euro","557.6"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","All property types","Limerick","Euro","1007.85"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","All property types","Longford","Euro","626.08"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","All property types","Louth","Euro","1034.72"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","All property types","Mayo","Euro","664.69"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","All property types","Meath","Euro","1157.42"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","All property types","Monaghan","Euro","661.64"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","All property types","Offaly","Euro","764.62"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","All property types","Roscommon","Euro","644.4"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","All property types","Sligo","Euro","815.27"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","All property types","Tipperary","Euro","687.24"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","All property types","Waterford","Euro","814.16"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","All property types","Westmeath","Euro","823.23"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","All property types","Wexford","Euro","761.2"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","All property types","Wicklow","Euro","1235.78"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Detached house","Carlow","Euro","942.85"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Detached house","Cavan","Euro","684.97"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Detached house","Clare","Euro","756.99"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Detached house","Cork","Euro","1086.61"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Detached house","Donegal","Euro","598.76"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Detached house","Dublin","Euro","2387.8"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Detached house","Galway","Euro","1061.28"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Detached house","Kerry","Euro","750.16"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Detached house","Kildare","Euro","1449.72"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Detached house","Kilkenny","Euro","884.74"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Detached house","Laois","Euro","912.88"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Detached house","Leitrim","Euro","568.71"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Detached house","Limerick","Euro","1032.59"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Detached house","Longford","Euro","678.41"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Detached house","Louth","Euro","1195.72"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Detached house","Mayo","Euro","688.22"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Detached house","Meath","Euro","1230.03"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Detached house","Monaghan","Euro","678.55"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Detached house","Offaly","Euro","782.5"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Detached house","Roscommon","Euro","675.52"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Detached house","Sligo","Euro","755.38"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Detached house","Tipperary","Euro","727.67"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Detached house","Waterford","Euro","849.96"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Detached house","Westmeath","Euro","866.95"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Detached house","Wexford","Euro","829.16"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Detached house","Wicklow","Euro","1379.73"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Semi detached house","Carlow","Euro","882.43"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Semi detached house","Cavan","Euro","697.09"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Semi detached house","Clare","Euro","798.61"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Semi detached house","Cork","Euro","1153.91"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Semi detached house","Donegal","Euro","616.2"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Semi detached house","Dublin","Euro","1934.71"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Semi detached house","Galway","Euro","1159.44"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Semi detached house","Kerry","Euro","781.22"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Semi detached house","Kildare","Euro","1320"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Semi detached house","Kilkenny","Euro","899.92"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Semi detached house","Laois","Euro","907.5"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Semi detached house","Leitrim","Euro","576.84"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Semi detached house","Limerick","Euro","1111.2"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Semi detached house","Longford","Euro","659.01"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Semi detached house","Louth","Euro","1100.56"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Semi detached house","Mayo","Euro","682.5"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Semi detached house","Meath","Euro","1247.72"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Semi detached house","Monaghan","Euro","707.23"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Semi detached house","Offaly","Euro","836.79"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Semi detached house","Roscommon","Euro","658.58"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Semi detached house","Sligo","Euro","924.02"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Semi detached house","Tipperary","Euro","743.33"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Semi detached house","Waterford","Euro","909.13"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Semi detached house","Westmeath","Euro","854.89"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Semi detached house","Wexford","Euro","800.61"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Semi detached house","Wicklow","Euro","1342.76"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Terrace house","Carlow","Euro","816.96"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Terrace house","Cavan","Euro","650.92"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Terrace house","Clare","Euro","722.11"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Terrace house","Cork","Euro","1144.14"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Terrace house","Donegal","Euro","528.31"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Terrace house","Dublin","Euro","1856.83"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Terrace house","Galway","Euro","1181.85"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Terrace house","Kerry","Euro","716.66"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Terrace house","Kildare","Euro","1204.19"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Terrace house","Kilkenny","Euro","840.08"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Terrace house","Laois","Euro","841.8"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Terrace house","Leitrim","Euro","543.85"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Terrace house","Limerick","Euro","961.13"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Terrace house","Longford","Euro","629.76"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Terrace house","Louth","Euro","1013.05"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Terrace house","Mayo","Euro","657.9"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Terrace house","Meath","Euro","1152.91"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Terrace house","Monaghan","Euro","651.05"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Terrace house","Offaly","Euro","805.65"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Terrace house","Roscommon","Euro","655.49"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Terrace house","Sligo","Euro","732.68"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Terrace house","Tipperary","Euro","672.12"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Terrace house","Waterford","Euro","766.26"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Terrace house","Westmeath","Euro","801.85"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Terrace house","Wexford","Euro","756.38"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Terrace house","Wicklow","Euro","1211.16"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Apartment","Carlow","Euro","818.8"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Apartment","Cavan","Euro","598.67"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Apartment","Clare","Euro","685.46"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Apartment","Cork","Euro","1075.55"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Apartment","Donegal","Euro","535.76"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Apartment","Dublin","Euro","1696.17"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Apartment","Galway","Euro","1111.85"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Apartment","Kerry","Euro","719.2"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Apartment","Kildare","Euro","1134.22"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Apartment","Kilkenny","Euro","860.26"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Apartment","Laois","Euro","801.05"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Apartment","Leitrim","Euro","534.82"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Apartment","Limerick","Euro","959.87"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Apartment","Longford","Euro","570.53"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Apartment","Louth","Euro","959.43"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Apartment","Mayo","Euro","638.87"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Apartment","Meath","Euro","1088.51"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Apartment","Monaghan","Euro","638.5"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Apartment","Offaly","Euro","649.57"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Apartment","Roscommon","Euro","580.97"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Apartment","Sligo","Euro","780.71"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Apartment","Tipperary","Euro","606.73"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Apartment","Waterford","Euro","759.09"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Apartment","Westmeath","Euro","810.21"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Apartment","Wexford","Euro","685.88"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Apartment","Wicklow","Euro","1184.26"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Other flats","Carlow","Euro","566.17"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Other flats","Cavan","Euro","459.29"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Other flats","Clare","Euro","455.53"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Other flats","Cork","Euro","710.12"
"RTB Average Monthly Rent Report","2019Q3","All bedrooms","Other flats","Donegal","Euro","436.27"
